Feature,Importance
mileage 142330 km,17.081630724644466
mileage 182302 km,17.074296211566896
mileage 323883 km,17.072280304960564
mileage 151782 km,17.070242002127447
mileage 170466 km,17.06756284156689
mileage 124849 km,17.066104450834807
mileage 41822 km,17.057865780395783
mileage 258909 km,17.05514407064149
mileage 74625 km,17.030644426402535
mileage 75621 km,17.02375212797954
mileage 68942 km,17.01386146136349
mileage 30087 km,17.002612396123773
mileage 83013 km,16.994551342613374
mileage 45780 km,16.9840887618663
mileage 126627 km,16.968203013502396
mileage 97106 km,16.96348157608357
mileage 204048 km,16.959681453881462
mileage 122637 km,16.95952886107919
mileage 293029 km,16.952733617912237
mileage 168341 km,16.931698588754596
mileage 186349 km,16.928836582900978
mileage 7467 km,16.923130557103704
mileage 83362 km,16.91741810001447
mileage 136634 km,16.91603685191246
model Colt Lancer,16.916036768529214
levy 1285,16.891548430804846
mileage 52699 km,16.89154825355024
mileage 38554 km,16.888536221758375
mileage 109092 km,16.87623891828482
mileage 77452 km,16.87598513094959
mileage 194674 km,16.86946176366932
mileage 175790 km,16.863586370904294
mileage 233938 km,16.853545246655212
mileage 49248 km,16.8468508351634
mileage 115750 km,16.83896884638952
mileage 71454 km,16.837218570151773
mileage 125165 km,16.83512818091087
mileage 111374 km,16.82006644250165
mileage 326290 km,16.819957947277764
model Ranger,16.81995792029035
mileage 93453 km,16.810064472235407
mileage 112243 km,16.78878497342892
mileage 273651 km,16.788248626618184
mileage 18498 km,16.78391138522747
mileage 98446 km,16.77322434844537
mileage 108105 km,16.76077283636879
mileage 62938 km,16.751519779835252
mileage 129776 km,16.740136020890038
mileage 119921 km,16.735261324241023
mileage 167510 km,16.733342187197927
model Carnival,16.723416396019957
mileage 58984 km,16.723416303049042
mileage 114577 km,16.716939070468875
mileage 29419 km,16.70781890633833
mileage 148633 km,16.69656315930376
mileage 212682 km,16.687315374875276
mileage 86357 km,16.67085163966705
mileage 423487 km,16.66743347796301
mileage 503800 km,16.667156385104256
mileage 54429 km,16.659157203531592
model XJ,16.65915711619636
mileage 168645 km,16.657698724760102
mileage 77368 km,16.65622309867687
mileage 95430 km,16.655707791478193
mileage 28000 km,16.654738019953385
mileage 104112 km,16.641730198027258
mileage 119979 km,16.640472555771254
mileage 85500 km,16.63790445274667
mileage 59136 km,16.63564623734435
model C 180 komp,16.612596059532546
mileage 101345 km,16.60956409656182
mileage 66661 km,16.604968950266876
mileage 92141 km,16.588344248800706
mileage 218000 km,16.584561481028935
mileage 79286 km,16.57233247938402
model C 300 4matic,16.57080961042623
mileage 21000 km,16.56777244060606
mileage 154000 km,16.55610066052758
mileage 35494 km,16.55512410390192
mileage 150743 km,16.5516747260202
mileage 123456 km,16.53958412602105
model A 200,16.539584055565655
mileage 201736 km,16.53707192014288
model Outback,16.53632932969687
mileage 999999 km,16.52342433784179
mileage 23430 km,16.518510826703984
mileage 267200 km,16.509975175324158
mileage 133704 km,16.50973535021578
mileage 40989 km,16.50935761349753
mileage 124403 km,16.485760483947896
mileage 87510 km,16.46670792019387
mileage 104046 km,16.46662943510917
mileage 162069 km,16.46565652030807
mileage 110190 km,16.46341147874589
mileage 215032 km,16.46156581567938
model A6 С6,16.446812725592235
mileage 158177 km,16.446812636967486
mileage 27067 km,16.44346617688985
mileage 133342 km,16.39255531817651
mileage 138703 km,16.390509369535902
mileage 191848 km,16.381800349895805
mileage 38311 km,16.375672987238215
mileage 201600 km,16.347602305726465
mileage 271904 km,16.342575859678902
mileage 380070 km,16.313611725938003
mileage 122222 km,16.312488220156357
mileage 243477 km,16.309652929024793
mileage 67668 km,16.286920940317994
mileage 284880 km,16.282575444688895
mileage 187175 km,16.280654312841133
mileage 261000 km,16.274718080421973
model Mariner,16.27471797936692
manufacturer MERCURY,16.274717976469454
mileage 51258 km,16.265558304932412
mileage 186093 km,16.257927519276606
mileage 33507 km,16.255995187970928
model ISIS,16.23227427672097
mileage 54317 km,16.230430113159493
mileage 147349 km,16.219834171556027
mileage 73326 km,16.218136619994713
mileage 155942 km,16.21128254622418
mileage 123594 km,16.20166856905337
mileage 32329 km,16.19117297500622
model IS 250 TURBO,16.18994167087193
mileage 18942 km,16.183383594982928
mileage 125018 km,16.179231110440785
mileage 700000 km,16.15085509010309
mileage 226000 km,16.144811017449193
mileage 70139 km,16.139251477600258
mileage 272000 km,16.11834712277799
mileage 50412 km,16.117847250088833
mileage 111111 km,16.116037688979496
mileage 53467 km,16.115504987059875
mileage 71101 km,16.106302847601558
mileage 349603 km,16.103205884106792
mileage 198744 km,16.079788275660945
levy 975,16.079788208461462
mileage 54647 km,16.079583965153667
mileage 89526 km,16.072602483074686
mileage 273421 km,16.06753322583426
mileage 97382 km,16.053345057800154
mileage 333512 km,16.036003801521684
mileage 145219 km,16.032470762824634
mileage 11593 km,16.02598935341006
model C-MAX SE,16.02598933606424
mileage 166318 km,16.024751476715206
mileage 24800 km,16.02023722415633
mileage 104282 km,16.0072948540289
mileage 139934 km,16.001681873457855
mileage 94500 km,16.00068803600523
mileage 108800 km,15.996486184767411
mileage 82654 km,15.977034260201771
model Mx-5,15.977034176953179
mileage 71600 km,15.976809325230278
mileage 138958 km,15.975856078634164
mileage 149734 km,15.974912273887968
mileage 272781 km,15.958194775695755
mileage 141881 km,15.941279556509466
mileage 69248 km,15.936173698312993
mileage 82430 km,15.917788392826559
mileage 83147 km,15.91451726096243
model MKZ,15.894662892180724
mileage 184495 km,15.889687010492022
mileage 150325 km,15.889090232194079
model IS 350 C,15.88608674719456
mileage 393943 km,15.879856910905614
mileage 72924 km,15.879346806756192
mileage 92300 km,15.876039200535192
mileage 41204 km,15.872247773778607
model 535 comfort-sport,15.870847399836656
mileage 156992 km,15.866939199202701
mileage 159124 km,15.85794191993674
mileage 222000 km,15.850938636391849
mileage 85328 km,15.848540136724312
mileage 127500 km,15.840175527387954
mileage 198966 km,15.80596818032324
mileage 492619 km,15.790459962692612
mileage 54658 km,15.790396463129001
mileage 58497 km,15.789519002630472
model Range Rover,15.778520415924444
mileage 114491 km,15.771904403378509
mileage 65564 km,15.76864353223222
mileage 117917 km,15.763384200323445
mileage 52717 km,15.761233704178972
mileage 74367 km,15.759754785487104
mileage 51859 km,15.758486067591116
mileage 129841 km,15.74885856590434
mileage 121712 km,15.747544184892556
mileage 48294 km,15.730038191634378
mileage 50517 km,15.729040551489694
model C30 2010,15.716839184432425
mileage 17768 km,15.71576627097486
model Elantra GT,15.713022361703255
mileage 167915 km,15.70911527994107
mileage 149520 km,15.708252008708476
mileage 53232 km,15.687128948024153
mileage 259232 km,15.679072054714908
model Prius 11,15.678194596682244
mileage 54114 km,15.671626163999305
mileage 154154 km,15.669331425762856
mileage 88230 km,15.655361599376521
mileage 75840 km,15.643354744664872
mileage 40157 km,15.637499773710326
mileage 15149 km,15.621031829114063
mileage 142265 km,15.613340885418419
model A3 4X4,15.588270385249572
mileage 18283 km,15.588270290943361
mileage 318467 km,15.556643582325275
mileage 109179 km,15.548350265712722
mileage 16714 km,15.547096408313884
mileage 161602 km,15.529136316999223
mileage 148661 km,15.514912093248252
mileage 106533 km,15.501298196852773
mileage 107926 km,15.488089820578857
model i3,15.488089801931848
levy 173,15.488089639637005
mileage 82990 km,15.48613240338258
mileage 129605 km,15.475043206985843
mileage 121300 km,15.472471573339158
mileage 147366 km,15.470643257147175
mileage 6032 km,15.465617077392189
model Volt Full Packet,15.459743558247066
mileage 135206 km,15.438070756681357
mileage 310061 km,15.435658516262816
model Veracruz,15.43494801530817
mileage 40740 km,15.411818003655252
mileage 149790 km,15.403858991266304
mileage 42280 km,15.397540021141205
mileage 49659 km,15.372735868550324
mileage 55446 km,15.371054870729187
mileage 118232 km,15.367027834017202
mileage 38280 km,15.364723501207159
mileage 41124 km,15.35551104616054
mileage 66933 km,15.35150539182194
mileage 48578 km,15.343501627873069
model 520 d xDrive Luxury,15.343501594149854
mileage 64341 km,15.338395952582138
levy 489,15.303440668573996
mileage 122418 km,15.292289294395692
mileage 104536 km,15.288343315502008
mileage 96618 km,15.280498460779151
mileage 65989 km,15.27572621289881
levy 1095,15.273927346120448
mileage 185570 km,15.273864178596526
mileage 81344 km,15.268122966606034
mileage 52675 km,15.266768395617653
mileage 79197 km,15.25606735332282
mileage 34328 km,15.25104600503196
mileage 131312 km,15.244472176961082
mileage 73357 km,15.225548268122056
mileage 92000 km,15.220279187858099
mileage 70560 km,15.216369811601236
mileage 182618 km,15.192429651167652
mileage 161952 km,15.188703298794294
mileage 182541 km,15.188221923036354
mileage 143862 km,15.182764063594211
mileage 297378 km,15.177831481426146
mileage 230939 km,15.157446737450876
model XC90 2.5turbo,15.142617907463336
mileage 181232 km,15.137494729643352
mileage 51700 km,15.135514909017232
mileage 40644 km,15.134299140943826
mileage 350421 km,15.127973023347087
model Pathfinder SE,15.10471204928033
mileage 49140 km,15.10423307121431
model Optima hybrid,15.103915924163696
mileage 73225 km,15.094566531148518
mileage 375862 km,15.081728482094217
mileage 265000 km,15.078541389858323
mileage 458442 km,15.075291482726017
mileage 54279 km,15.068975172944477
mileage 54785 km,15.06317317342249
mileage 292331 km,15.021598770481416
mileage 104509 km,15.014452020917494
levy 1885,15.011310456057627
mileage 268565 km,15.011310213450908
mileage 71589 km,15.010664630874272
levy 928,15.005265792016052
mileage 107300 km,14.99494522103981
mileage 12987 km,14.989125694306134
mileage 160487 km,14.986650396229706
mileage 153590 km,14.982604702387711
mileage 93168 km,14.974991754427464
mileage 242021 km,14.967944312963352
mileage 201570 km,14.9634141667576
mileage 74971 km,14.922477383658673
mileage 129651 km,14.912907142423501
mileage 199432 km,14.90293666993046
mileage 138513 km,14.89763759015065
mileage 93354 km,14.87837557614912
mileage 135264 km,14.875255063111794
mileage 256355 km,14.837830174654151
mileage 239291 km,14.835982889351628
mileage 292837 km,14.835936707520979
mileage 363661 km,14.83427415076364
mileage 253373 km,14.830163940925512
mileage 259733 km,14.830117758833566
mileage 258906 km,14.829517391129816
mileage 257646 km,14.82060423990595
mileage 183923 km,14.814830935869866
mileage 72999 km,14.807197740989
mileage 48524 km,14.80574256342653
mileage 60805 km,14.80493797770045
mileage 36458 km,14.801106784992191
mileage 1111 km,14.798722946870736
levy 760,14.792960247911855
mileage 87890 km,14.779606983599738
mileage 81818 km,14.777025137094975
mileage 200279 km,14.772503826324904
mileage 96240 km,14.75154396472291
mileage 62649 km,14.750562876246072
model Vitz RS,14.742689246687538
mileage 195921 km,14.737307223211436
mileage 353606 km,14.73245475141755
mileage 161421 km,14.71419611939328
mileage 161240 km,14.699488040391802
levy 729,14.697340749177723
mileage 32986 km,14.697340688659649
mileage 130400 km,14.691920197889422
mileage 110483 km,14.673867929105697
mileage 94479 km,14.666082282438847
mileage 48529 km,14.649765880924866
mileage 134035 km,14.646612955664583
mileage 136835 km,14.644785298855346
mileage 296466 km,14.637483822879927
mileage 83251 km,14.633794748374877
model MDX,14.619208355617543
mileage 54258 km,14.609418735946697
mileage 185706 km,14.609367598123326
mileage 194067 km,14.608844297113604
mileage 49499 km,14.60739485572148
mileage 72288 km,14.599208331325697
mileage 118498 km,14.596550353402144
mileage 130877 km,14.593818942432089
mileage 232789 km,14.585791660683649
mileage 174144 km,14.576406325711536
mileage 135456 km,14.544472623783642
mileage 101124 km,14.54061779933754
mileage 64259 km,14.535070480047422
mileage 95184 km,14.53328008691607
mileage 100535 km,14.497871382488352
model 528 i,14.482300477574935
mileage 150891 km,14.48029148998061
mileage 112210 km,14.478737301035215
mileage 114101 km,14.473993634398605
mileage 52456 km,14.467723933001949
mileage 159221 km,14.449703725333693
mileage 230210 km,14.439286115029752
mileage 54822 km,14.431495217524812
mileage 58548 km,14.430543876571464
mileage 171755 km,14.414960411280026
mileage 372093 km,14.40315060661071
mileage 35798 km,14.400778174512784
mileage 189330 km,14.39217685021267
mileage 122409 km,14.386019723355071
mileage 384607 km,14.384354479420198
mileage 75381 km,14.380415510593128
mileage 265618 km,14.377955538470491
mileage 45252 km,14.375354644488144
mileage 107220 km,14.369195014742491
mileage 40602 km,14.365786650729646
mileage 152466 km,14.361276453424647
mileage 129170 km,14.353579092433057
mileage 143494 km,14.34215801892198
mileage 31891 km,14.340725781364497
mileage 143134 km,14.335839247717908
mileage 228285 km,14.328147046858955
model X-type,14.32324473183064
mileage 498 km,14.314495465519073
levy 494,14.307231090243116
mileage 335291 km,14.291575443414414
mileage 124003 km,14.281524257512775
mileage 150415 km,14.27540047788616
mileage 215747 km,14.27509700229343
mileage 286043 km,14.270183742118288
mileage 163374 km,14.267780315717923
mileage 129129 km,14.259821309901128
mileage 155573 km,14.258778244386342
mileage 294016 km,14.257707004154334
mileage 72240 km,14.248450739973013
mileage 228570 km,14.239867866756898
mileage 475406 km,14.239865699952025
mileage 369695 km,14.23963529057414
mileage 577053 km,14.239404880617807
mileage 86146 km,14.227864855263359
mileage 52997 km,14.226116858774297
mileage 450383 km,14.222308492617568
mileage 67233 km,14.22129292599682
mileage 20400 km,14.220459887059652
mileage 171340 km,14.217285086858842
model Passat se,14.213991608135133
mileage 348428 km,14.207515882035693
mileage 478704 km,14.205212104327337
mileage 79845 km,14.195593603086293
mileage 48606 km,14.189601960199393
mileage 85294 km,14.179692185838231
mileage 381365 km,14.141872979255663
mileage 131957 km,14.14061881664156
mileage 180275 km,14.138190415850787
model Elysion,14.129934253470465
mileage 234278 km,14.128919702562241
mileage 94910 km,14.125792738974837
mileage 75152 km,14.12369729604617
mileage 209254 km,14.095215922519136
mileage 198000 km,14.093284493953362
mileage 53986 km,14.087224085294535
mileage 57794 km,14.08618247808716
levy 167,14.086182415225487
model Eos,14.086182389089071
model C 250 1.8 ტურბო,14.085507089594637
mileage 287178 km,14.083294114938248
model RIO lx,14.080431293329656
mileage 127834 km,14.078890620223607
mileage 505900 km,14.076399045754558
mileage 101537 km,14.071740608407213
mileage 161000 km,14.065912930235879
mileage 89786 km,14.06218435594405
mileage 164502 km,14.058131846862327
mileage 78400 km,14.05493704836812
mileage 373634 km,14.053528087759586
mileage 58788 km,14.052034325314585
model CLK 350,14.052023415661688
mileage 143686 km,14.051911046351318
mileage 309570 km,14.04595596437159
mileage 195613 km,14.026385278395654
mileage 15000000 km,14.021675113771455
mileage 29086 km,14.015681432591995
mileage 237853 km,14.00969142769811
mileage 565573 km,14.007990070720723
mileage 67490 km,13.981958173314107
mileage 149608 km,13.974006011341983
mileage 2792 km,13.97267683653507
mileage 67971 km,13.962474686633213
mileage 77778 km,13.958266195913701
mileage 128147 km,13.952602860211849
mileage 585977 km,13.939102127551106
mileage 61573 km,13.938647066371896
mileage 104557 km,13.932078265291489
mileage 165222 km,13.928673182252185
mileage 136291 km,13.924055749596336
mileage 85723 km,13.921086447449852
model C 350,13.914134527225151
mileage 256958 km,13.914134526053969
mileage 111589 km,13.88080487151286
mileage 189347 km,13.849296491211641
mileage 142495 km,13.844529316406406
mileage 163711 km,13.814751505221457
model 535 i xDrive,13.813257952103337
mileage 213000 km,13.813257861395764
mileage 47453 km,13.800177662565355
mileage 68348 km,13.798863349686659
model 320 Diesel,13.771933022160365
mileage 140123 km,13.767839240016183
mileage 149361 km,13.747887906682427
mileage 245312 km,13.747411348465155
mileage 63648 km,13.745324049926865
mileage 155127 km,13.728609573162046
mileage 239395 km,13.720459837714706
mileage 49646 km,13.71795152674191
mileage 89542 km,13.687086464053804
mileage 236669 km,13.675310158467465
mileage 58600 km,13.641818144690053
mileage 145579 km,13.632906121396681
mileage 123850 km,13.624429780306798
mileage 95822 km,13.617730775207578
mileage 151136 km,13.615800846136397
mileage 178442 km,13.614625426360625
mileage 158349 km,13.610343366672163
mileage 38955 km,13.608783027701048
mileage 116082 km,13.606447889143178
mileage 126265 km,13.606064674794396
mileage 45433 km,13.602946415035605
model Q50 S Red,13.600475741090426
mileage 104800 km,13.600475661739738
mileage 14486 km,13.586680958492627
mileage 564538 km,13.579187080712254
mileage 571919 km,13.578910589251334
mileage 665558 km,13.57872626149405
mileage 40386 km,13.576058918340271
mileage 234592 km,13.57260928487016
mileage 68417 km,13.565442876259622
mileage 144950 km,13.557446336569159
mileage 126100 km,13.5570924473245
mileage 66000 km,13.547289007896168
model 550 F10,13.5398617073065
model C 220,13.534867790581723
levy 1850,13.531707787679192
mileage 649650 km,13.530786621225879
mileage 316200 km,13.530743286333854
mileage 72040 km,13.516254107840316
model X4,13.515873761905608
mileage 96360 km,13.515873755065632
mileage 194342 km,13.512350452737731
mileage 88531 km,13.511755147826499
mileage 304058 km,13.505081327629462
mileage 33017 km,13.501902101748193
mileage 98624 km,13.496018135783586
mileage 146130 km,13.488820442903322
mileage 74603 km,13.483654493496868
mileage 252785 km,13.476908321724277
mileage 106699 km,13.475721158404147
mileage 142014 km,13.4722061443955
mileage 84909 km,13.464815996471145
model TL,13.463848847025194
mileage 103149 km,13.462878274233665
mileage 182821 km,13.460022809976147
mileage 63300 km,13.430036149304737
mileage 162987 km,13.420083285426287
mileage 179054 km,13.40949559408071
mileage 74210 km,13.40852561187428
mileage 143166 km,13.406631521395157
mileage 152517 km,13.405790990932738
mileage 343283 km,13.396961921254759
mileage 201578 km,13.379784863138513
mileage 242409 km,13.374227948304727
mileage 214173 km,13.372604317157254
mileage 120800 km,13.363835005199565
model Grand Vitara,13.3581521181747
mileage 181727 km,13.357542729290804
mileage 50531 km,13.35423194038604
levy 1503,13.351034618319323
mileage 85471 km,13.3402855607842
mileage 231222 km,13.333158796921044
mileage 98578 km,13.32348248282722
mileage 143876 km,13.304814090107213
mileage 78829 km,13.303514767238251
mileage 87573 km,13.299864532864053
mileage 262072 km,13.27693489336212
mileage 96966 km,13.276526387758711
mileage 197000 km,13.270150290325583
mileage 125480 km,13.269141376392671
mileage 104978 km,13.259775574245824
mileage 163298 km,13.256610336711182
mileage 31593 km,13.238871616018983
mileage 610412 km,13.23601922376122
mileage 616691 km,13.235973041629236
mileage 541854 km,13.235788313156698
mileage 277421 km,13.205436499726856
mileage 91060 km,13.195782721910257
mileage 31973 km,13.181710456457601
mileage 89298 km,13.173476752754143
mileage 179995 km,13.168798174459468
mileage 58405 km,13.15290313414666
mileage 127918 km,13.147308323807856
mileage 61272 km,13.109182518211968
mileage 179358 km,13.10821471772666
mileage 138196 km,13.106386834660334
mileage 112360 km,13.104571608955933
mileage 229398 km,13.086223627872874
mileage 70154 km,13.079241601161034
mileage 100685 km,13.05636573928986
mileage 33670 km,13.046503673063963
mileage 164861 km,13.04192310312993
mileage 454699 km,13.028633206114982
mileage 146610 km,13.017354034707475
mileage 107344 km,13.016359671749004
mileage 86382 km,13.014207747306319
model Cerato,13.01348354436277
mileage 294034 km,12.996703600106148
mileage 430278 km,12.995913747867124
mileage 278000 km,12.994305985400265
model Pajero,12.994305979063004
mileage 224938 km,12.974603369754046
mileage 97709 km,12.9715805969826
mileage 228610 km,12.967502684710167
model Focus SE,12.95432894032828
mileage 114142 km,12.947346720083518
mileage 222500 km,12.945034841365278
mileage 113588 km,12.938815088997542
mileage 151186 km,12.937790514896381
mileage 76566 km,12.937424543221915
mileage 116992 km,12.934566783585511
mileage 153651 km,12.906379502379686
model 500 SPORT,12.902590631946099
mileage 80856 km,12.88967662281932
model Ceed,12.880620559586061
mileage 100300 km,12.880323028281659
mileage 160841 km,12.87603936599576
mileage 151715 km,12.851633073614401
levy 2278,12.846161610215761
mileage 259200 km,12.839256542079658
model Discovery,12.8226420314685
mileage 291667 km,12.815231041048014
mileage 177394 km,12.798674892892452
mileage 328034 km,12.77777409365257
model Sonata LIMITED,12.770989662137108
mileage 89043 km,12.765491869254271
mileage 161808 km,12.757280726442946
mileage 205425 km,12.750986467128028
mileage 123984 km,12.744955527156096
mileage 157224 km,12.733654841875333
mileage 177250 km,12.73356335435601
mileage 157456 km,12.719335025954033
mileage 62444 km,12.718967549568791
mileage 43340 km,12.717626637127648
levy 637,12.717626525757568
mileage 46932 km,12.708880330759735
model Tucson SE,12.708880330436763
mileage 185120 km,12.699030847742238
mileage 179307 km,12.698984665665082
mileage 81587 km,12.696815059962544
mileage 248178 km,12.696117825564874
mileage 80876 km,12.693573982049404
mileage 154862 km,12.682248375516112
mileage 29800 km,12.680890699329705
mileage 69774 km,12.679780231340981
mileage 494317 km,12.660978413654746
mileage 192534 km,12.657504200813419
mileage 222604 km,12.656869277344024
mileage 125047 km,12.650414594028451
mileage 50927 km,12.636275023440447
mileage 138425 km,12.636235970973917
mileage 203440 km,12.633416192611417
mileage 51211 km,12.625333213406982
levy 1832,12.594449913597705
model X5 x5,12.583744588507445
mileage 69191 km,12.574048226401949
mileage 124509 km,12.56518237441344
mileage 63889 km,12.559644011969691
mileage 71991 km,12.55389116595405
mileage 52959 km,12.550167485053601
mileage 115232 km,12.534373898011589
model Sonata blue edition,12.533287133502522
mileage 257072 km,12.53174080396912
mileage 152566 km,12.528759205976982
mileage 63488 km,12.526035694551304
mileage 115417 km,12.520648484286996
mileage 125445 km,12.520417573623416
mileage 319682 km,12.51668299944218
mileage 269689 km,12.51663681719361
mileage 324605 km,12.51659063517972
mileage 83259 km,12.516563831999884
mileage 410807 km,12.51654445292213
mileage 345316 km,12.516498270915092
mileage 53867 km,12.49976415168838
mileage 193953 km,12.492595408948196
mileage 98726 km,12.490487411340931
mileage 79776 km,12.48774443730494
mileage 181600 km,12.445848452011179
model 280,12.442425849289966
mileage 166288 km,12.435017118423513
mileage 243551 km,12.432653368058856
mileage 186450 km,12.427599276902052
mileage 62499 km,12.41935210488621
mileage 55395 km,12.417283901756244
model Juke Juke,12.41728389665236
levy 1028,12.41712207654287
mileage 94010 km,12.417122052412546
mileage 339710 km,12.414706402002716
mileage 126655 km,12.410541310679012
mileage 50478 km,12.409525844657907
mileage 258076 km,12.400720556229237
model Taurus X,12.398235582680355
mileage 108517 km,12.397513456035671
mileage 396350 km,12.381317875520653
mileage 142427 km,12.380647890270943
mileage 81894 km,12.375881209124424
mileage 50051 km,12.374983608415997
model Micra <DIESEL>,12.363355233080105
mileage 45494 km,12.362758455624562
mileage 62022 km,12.361218550510232
model Passat SEL,12.361218467604003
mileage 280326 km,12.355656434647285
mileage 156682 km,12.344917904650854
mileage 129085 km,12.34040069394298
mileage 149019 km,12.339369730735298
mileage 111770 km,12.337716906483495
mileage 62234 km,12.336738246026991
mileage 256000 km,12.334160454554677
mileage 125062 km,12.332152930476486
mileage 35762 km,12.330840409859196
mileage 31892 km,12.330378588636258
mileage 87973 km,12.327734135123967
mileage 75346 km,12.324314166582203
mileage 192357 km,12.31010608898153
mileage 113006 km,12.301906673345677
mileage 218197 km,12.299650554709581
mileage 154540 km,12.293096472640636
levy 1195,12.292425315747114
model S3,12.292364402430886
mileage 61410 km,12.292364321602838
mileage 217346 km,12.290769910608661
mileage 91760 km,12.284370918994984
mileage 66883 km,12.277091014116424
mileage 52197 km,12.272322367505428
model 645,12.270936610463894
mileage 249422 km,12.256637988758495
mileage 301866 km,12.254447990317972
mileage 113509 km,12.253019998600614
mileage 113697 km,12.246424045130722
mileage 155763 km,12.234392273048808
mileage 69950 km,12.214596181497601
mileage 115031 km,12.214595670231551
mileage 81458 km,12.212012763342914
mileage 70395 km,12.209342508264328
model 100 NX,12.209342417221265
mileage 103467 km,12.207316047746604
mileage 376356 km,12.205108688199497
mileage 108901 km,12.199229912015255
mileage 377942 km,12.192512896657732
mileage 59744 km,12.18914675036697
mileage 88565 km,12.178847141202704
mileage 200211 km,12.178070044911548
mileage 198979 km,12.176632294850137
model GS 350,12.1682251196461
mileage 132500 km,12.168225031970008
mileage 135042 km,12.152760218684946
mileage 68075 km,12.15148188030428
mileage 78880 km,12.15125400491293
mileage 85576 km,12.14987737733538
mileage 79420 km,12.148312232724942
mileage 56327 km,12.148036703890526
mileage 155329 km,12.143574196251533
mileage 323733 km,12.128774859714067
mileage 166845 km,12.128596611319654
mileage 93568 km,12.122130664888648
mileage 333444 km,12.108219471880089
mileage 53668 km,12.088526937874194
mileage 200867 km,12.08194477877094
mileage 132310 km,12.079539829870791
model ML 280,12.07191917666352
mileage 233733 km,12.071225232834536
mileage 72000 km,12.069267591339557
mileage 104618 km,12.034434031821261
model Elantra LIMITED,12.032657501170174
mileage 94339 km,12.019973782537543
mileage 143720 km,12.018085219781183
mileage 219043 km,12.014559471984278
mileage 39704 km,12.013717734862269
mileage 11000 km,11.999866601095379
mileage 61463 km,11.999697315858464
mileage 421703 km,11.999055441528506
mileage 389854 km,11.998963277805311
mileage 347600 km,11.995461052857129
mileage 153641 km,11.994582000710041
mileage 68633 km,11.992339801125357
mileage 77102 km,11.991634513940326
mileage 319850 km,11.989193913229288
mileage 268046 km,11.989009585342513
mileage 353049 km,11.988917421562483
mileage 417661 km,11.988733093882935
mileage 735970 km,11.987350635991337
model Teana,11.980195749727654
mileage 107003 km,11.975089737005336
mileage 158128 km,11.955776376690231
mileage 245792 km,11.954268617051659
mileage 148101 km,11.95418912549501
levy 2056,11.941186571412722
mileage 67435 km,11.93377800171344
mileage 69754 km,11.932112609471863
mileage 55857 km,11.931346232645083
mileage 60280 km,11.928236146062797
mileage 72816 km,11.919806345488091
mileage 111400 km,11.905409767253648
mileage 100267 km,11.904440027174507
mileage 42202 km,11.903381415778675
mileage 42000 km,11.900956731433865
mileage 70195 km,11.898976242955506
mileage 32453 km,11.896783533308827
mileage 141053 km,11.893164001194194
mileage 109497 km,11.884632265274904
mileage 112742 km,11.879186097886047
mileage 83924 km,11.877794533472517
mileage 34483 km,11.875736105990104
model RS6,11.875736027371353
mileage 79002 km,11.867789029955766
mileage 289920 km,11.850279400048304
mileage 172149 km,11.84448349791326
mileage 164372 km,11.843074227996054
mileage 157421 km,11.8301676113377
mileage 590934 km,11.8170036155884
mileage 39712 km,11.816546549082762
mileage 514781 km,11.816541794330679
mileage 513137 km,11.816357065807145
mileage 520461 km,11.816264701539236
mileage 108626 km,11.814322347061028
mileage 77227 km,11.813116801209885
mileage 180067 km,11.811421712109327
mileage 83213 km,11.80655030764814
mileage 211075 km,11.795849373524835
mileage 106400 km,11.795784340538221
mileage 288000 km,11.79559098256528
mileage 154854 km,11.791996254819736
mileage 65920 km,11.786080229139834
mileage 121324 km,11.786032044158661
mileage 167045 km,11.78442784224563
mileage 161994 km,11.77663979304255
mileage 187116 km,11.776628993275175
mileage 172253 km,11.772498998015331
mileage 129254 km,11.75360589145644
mileage 151854 km,11.7530772101141
mileage 145830 km,11.747966891903241
mileage 619021 km,11.747813589134743
mileage 669145 km,11.747444132067036
mileage 385876 km,11.743149194181912
mileage 421167 km,11.743103012000608
mileage 13800 km,11.724467568669981
mileage 138355 km,11.718985892357356
mileage 172800 km,11.713391861147585
mileage 163372 km,11.689234232698833
mileage 25038 km,11.686439023768962
mileage 29853 km,11.672263366645764
mileage 67558 km,11.67226016905613
mileage 213131 km,11.665193222432258
mileage 225450 km,11.661144971766063
mileage 102156 km,11.649286935467524
levy 399,11.648487229933503
mileage 2336 km,11.648487169265895
mileage 378774 km,11.648205437097932
mileage 127938 km,11.642283059001532
mileage 170341 km,11.640620893646272
mileage 123303 km,11.639702206745131
mileage 144078 km,11.637403332923373
mileage 142654 km,11.637016838446492
mileage 101285 km,11.636954872450618
mileage 123593 km,11.625327170692
mileage 31965 km,11.618753801835847
mileage 30178 km,11.60799336543137
mileage 122184 km,11.605318072176898
mileage 256966 km,11.605244453052928
mileage 189414 km,11.60229190247845
mileage 23216 km,11.596382153741347
mileage 116786 km,11.586897513140118
mileage 150517 km,11.58526125636813
levy 1292,11.584094839430753
mileage 290501 km,11.583742922036748
levy 800,11.582653752477798
mileage 325139 km,11.57995794710493
mileage 76218 km,11.579272020608624
mileage 331445 km,11.569382239172384
mileage 176632 km,11.56723945005519
mileage 56129 km,11.559879047752709
mileage 61232 km,11.552929647036008
mileage 456867 km,11.547228048368053
