Feature,Importance
mileage 27656 km,59.74631618489204
mileage 96000 km,59.712270111194414
mileage 122000 km,59.69775410815912
color Purple,59.67536302731391
mileage 17013 km,59.64578328955273
mileage 175000 km,59.55962140641902
levy 1760,59.45124901137479
mileage 192000 km,59.43602106417104
mileage 64652 km,59.31035469243023
model RAV 4 Dizel,59.28859364294059
mileage 108344 km,59.2383106402029
mileage 238000 km,59.20786330301771
mileage 32724 km,59.12038023326501
model M3,59.0510176544415
levy 1252,59.00604640172391
mileage 120804 km,59.0012988951775
mileage 38051 km,58.99898669181108
mileage 106422 km,58.82341638534916
mileage 202864 km,58.610385914503894
mileage 49000 km,58.543310047052046
mileage 99162 km,58.51873416372844
mileage 64496 km,58.46434243204904
mileage 26000 km,58.450451963888455
mileage 308501 km,58.31284892681689
mileage 15470 km,58.0999239438646
mileage 65659 km,58.022356168513504
mileage 41747 km,57.91498839813636
mileage 19961 km,57.78289597128162
model E-pace,57.77083977311311
model 328 sulev,57.69883064658708
mileage 14554 km,57.60441208496889
mileage 26488 km,57.58731126145111
mileage 38918 km,57.48272513639741
levy 1094,57.46605089171993
model GL 320,57.44495070190595
mileage 251278 km,57.4333686670589
model Tacoma,57.38934261876604
mileage 89867 km,57.36947877231632
mileage 121840 km,57.21377588120911
mileage 104867 km,57.19131924280272
mileage 332243 km,57.06830671846859
levy 473,57.02973718964774
mileage 124800 km,56.99789861730697
mileage 114350 km,56.82364188598273
mileage 197338 km,56.740218896268544
model ML 250,56.740218765300924
levy 798,56.74021868118385
mileage 56886 km,56.73470232559314
mileage 118656 km,56.675503219471736
levy 1234,56.60772131698882
mileage 67000 km,56.591588848870806
mileage 112000 km,56.57388792896652
mileage 40193 km,56.553060569486675
mileage 288704 km,56.54403640919156
mileage 112528 km,56.540455910916904
mileage 68609 km,56.36896899788648
model Highlander LIMITED,56.36896890041565
mileage 109478 km,56.29159505916195
mileage 57755 km,56.16155362636748
levy 1317,55.865585076919146
mileage 68006 km,55.56093903763781
mileage 70742 km,55.55970626194367
levy 1141,55.37073674772843
mileage 220474 km,55.28890024929096
mileage 131000 km,55.28727608156482
mileage 35934 km,55.244677275141804
mileage 48764 km,55.20599987743052
mileage 93087 km,55.19877182245992
mileage 143604 km,55.179268864806275
mileage 91321 km,55.13396639728819
mileage 85862 km,55.118362482895925
mileage 164011 km,55.08339399492939
fuel type_Petrol,55.068312249759195
mileage 103427 km,55.0474583458801
mileage 108765 km,54.994635640987916
mileage 184576 km,54.86326164542585
levy 1308,54.855823203680366
mileage 58901 km,54.82316505698102
mileage 175912 km,54.794215795749004
mileage 190549 km,54.669502969242636
mileage 62137 km,54.668154733296745
mileage 330000 km,54.54776946355273
mileage 229192 km,54.53828420457581
levy 1384,54.48478045359211
mileage 78670 km,54.42645805809091
mileage 312118 km,54.35584700955455
mileage 146184 km,54.34531175048414
mileage 53065 km,54.290211951346485
mileage 71689 km,54.27488701238515
mileage 235200 km,54.19692620938806
model RX 400 RESTAILING,54.19692610421213
mileage 78476 km,54.19296280697858
mileage 72407 km,54.17768956560066
model Acadia,54.15121478751249
mileage 94595 km,54.06913084069995
mileage 122172 km,54.05190807457626
mileage 190454 km,54.051579420215496
model X6 M,53.95733361612915
mileage 63905 km,53.92986442402039
mileage 46000 km,53.898593647131975
levy 1347,53.8719060126215
mileage 208627 km,53.61062087664945
mileage 83535 km,53.607801353357864
mileage 77830 km,53.598817859996686
mileage 22601 km,53.591404410056704
mileage 55290 km,53.58383818294086
mileage 65496 km,53.373165922263084
mileage 39000 km,53.319736913751164
mileage 30000 km,53.31327960000121
mileage 255000 km,53.3120270004486
mileage 54730 km,53.30389464586425
mileage 52878 km,53.253697364249646
mileage 162190 km,53.21443915277034
model Mirage,53.138350243818785
mileage 117700 km,53.111817074746476
mileage 28797 km,53.10453912681724
mileage 159928 km,53.093993436719984
mileage 120428 km,53.07256760111851
mileage 203500 km,53.060496971579575
mileage 102322 km,53.05844140072936
model RX 450 H,53.05704147229491
levy 1203,52.979489252154025
mileage 131400 km,52.97330984686614
mileage 136000 km,52.88608630964923
mileage 83138 km,52.854773916598994
mileage 87810 km,52.78640166542614
model ATS,52.754448477841756
mileage 56240 km,52.70698595872943
mileage 61018 km,52.69939251126585
mileage 59150 km,52.67628902372068
mileage 44844 km,52.59171505552987
mileage 81600 km,52.57213927478153
levy 1076,52.56216422527688
mileage 173000 km,52.53817343918812
mileage 64000 km,52.43637539770453
mileage 20700 km,52.433742140422034
mileage 110846 km,52.37966715440654
mileage 80486 km,52.37638009037796
levy 890,52.29647514011314
levy 911,52.250704363019615
model 330,52.14372625440707
mileage 36000 km,52.1377826464532
mileage 37064 km,52.10473830545385
mileage 95948 km,51.94632722683342
mileage 40963 km,51.945814143100414
mileage 14570 km,51.937337602219706
mileage 60304 km,51.9094038177247
mileage 142000 km,51.87199586216167
mileage 195071 km,51.80881200559983
mileage 62400 km,51.78071500156752
mileage 67133 km,51.778835701218455
model Tucson TURBO,51.68588378987076
mileage 16000 km,51.67385111077209
mileage 183728 km,51.66833099698252
mileage 317470 km,51.65281705880128
mileage 63687 km,51.60965755985744
mileage 116800 km,51.575850639349234
mileage 351108 km,51.55378347740048
mileage 72066 km,51.54681811704423
mileage 80542 km,51.52337663438299
mileage 308694 km,51.50858542423791
mileage 106604 km,51.43143725914139
mileage 39466 km,51.41812427643778
mileage 8737 km,51.31527980713624
mileage 7800 km,51.291017588913945
mileage 60232 km,51.257266728875926
mileage 237158 km,51.21481964813971
mileage 103498 km,51.174077911403096
mileage 48291 km,51.143782604097524
mileage 129600 km,51.14308493449047
levy 462,51.10367870899758
mileage 66517 km,51.05517686971398
mileage 75186 km,50.907638440813756
levy 419,50.849387906420176
mileage 126400 km,50.846636318994626
mileage 347667 km,50.842294441667136
mileage 241344 km,50.81021416909147
mileage 38161 km,50.78863451284931
model CLS 550,50.764874524361254
mileage 124708 km,50.74280612483399
mileage 133014 km,50.67322763535648
mileage 62621 km,50.514091607290794
mileage 128000 km,50.50970730895622
model 530,50.45837608207704
mileage 116482 km,50.41193866546465
mileage 41551 km,50.40057022188538
mileage 169000 km,50.37999929771118
mileage 155313 km,50.35070074670813
mileage 17600 km,50.3030372507186
mileage 139259 km,50.159841947805496
model Q5 S-line,50.15984193516603
mileage 123000 km,50.06632949152213
mileage 17172 km,50.03288614861675
mileage 135547 km,50.02120683360268
mileage 36819 km,49.95452155395611
model SRX,49.93119688721264
mileage 75540 km,49.76913207345962
mileage 134702 km,49.71296217754542
model Avalon limited,49.64295741826332
mileage 245070 km,49.626403946574136
levy 528,49.500924623236735
mileage 49253 km,49.39528037045896
model Golf,49.38656296454846
mileage 135810 km,49.36749410365709
mileage 78196 km,49.22922057295131
mileage 73324 km,49.22704430331262
mileage 144123 km,49.199132965421974
mileage 173576 km,49.154220994196756
mileage 172659 km,49.091218631414215
mileage 25787 km,49.09012956832172
mileage 300000 km,49.00832917613372
levy 364,49.00070077140996
model 320,48.95355617269106
mileage 244800 km,48.91879004766466
mileage 340106 km,48.875329181040364
mileage 148250 km,48.85611489496036
mileage 245653 km,48.85380438291799
mileage 177000 km,48.77038244469713
mileage 82392 km,48.70384406461799
mileage 312786 km,48.58236292387685
color Yellow,48.578319334431065
mileage 171221 km,48.3876954502042
mileage 96117 km,48.26374031318521
mileage 159379 km,48.256129687120406
mileage 168621 km,48.16925861934891
mileage 189571 km,48.12808965543177
mileage 44845 km,48.075899312506415
mileage 334414 km,48.05294865384322
mileage 45535 km,48.03012065989196
mileage 87704 km,48.01025283347932
mileage 113000 km,48.006853167255294
mileage 121758 km,48.00606190895756
mileage 82907 km,47.91569631240826
levy 418,47.70672193046599
mileage 64923 km,47.70028943038412
model 420,47.6978857773276
mileage 28800 km,47.69788577662351
mileage 230000 km,47.607383854085676
levy 463,47.60395834274494
mileage 44914 km,47.38360507257809
mileage 145784 km,47.364348437473055
mileage 112032 km,47.36265617826661
mileage 52800 km,47.36153515345973
levy 1575,47.34068906083088
mileage 49122 km,47.34068900862745
mileage 180251 km,47.26717830020623
mileage 143000 km,47.22394691016207
mileage 105743 km,47.21068823555192
mileage 95403 km,47.1941492980062
levy 642,47.19075455348187
mileage 120871 km,47.155774955982
mileage 13148 km,47.151841336431644
mileage 85532 km,47.15156424271162
mileage 59179 km,46.97778671899527
mileage 143597 km,46.92033080515774
mileage 110531 km,46.88637308148489
mileage 596900 km,46.87913721021266
mileage 166000 km,46.864262371265966
mileage 108171 km,46.8621906321498
levy 1426,46.852204060608614
model E 200,46.84893932379133
mileage 270472 km,46.807593746958055
mileage 133600 km,46.752764913659206
mileage 143864 km,46.74382636467492
mileage 17245 km,46.66253941095772
mileage 127416 km,46.64825999740469
mileage 133169 km,46.64491524433039
model Frontier,46.60598006855023
mileage 191373 km,46.5539730283433
mileage 270410 km,46.5470192541903
mileage 287000 km,46.52638919696648
mileage 243200 km,46.48934492753208
mileage 363059 km,46.4742197646934
mileage 230696 km,46.449390076321656
mileage 96790 km,46.43969829976314
mileage 22016 km,46.417486001861214
mileage 110715 km,46.40120253858649
mileage 113523 km,46.38998088633974
mileage 23919 km,46.375408190265084
mileage 83200 km,46.34269585282452
mileage 64512 km,46.21686651595055
mileage 213998 km,46.1670443076836
mileage 38577 km,46.086921074129286
mileage 243087 km,45.98281753373249
model X5 XDRIVE 35D,45.982817404834414
mileage 129128 km,45.93781480991391
mileage 134157 km,45.92054118742626
mileage 52600 km,45.91710612026332
mileage 31022 km,45.903082489807986
mileage 10000 km,45.86045195832631
mileage 48088 km,45.81938340969434
mileage 124000 km,45.8060263440074
mileage 184467 km,45.70675291988486
mileage 196330 km,45.667693652443155
mileage 95000 km,45.519603341752564
mileage 132255 km,45.50499357444431
mileage 20267 km,45.42210405311128
mileage 214400 km,45.32370039941426
mileage 92500 km,45.30492575454341
mileage 142394 km,45.228993180967045
mileage 129989 km,45.21976055070665
mileage 26900 km,45.17206242924163
model M6,45.02516838310165
mileage 84341 km,45.02516830254716
mileage 39741 km,44.98729601779316
mileage 80640 km,44.918810389819875
mileage 22099 km,44.89929776561802
mileage 29220 km,44.88696024468617
mileage 85720 km,44.84688395987479
mileage 44729 km,44.765466684971706
mileage 137986 km,44.68921341911827
mileage 87954 km,44.67770935396334
levy 1621,44.677709154426026
mileage 128197 km,44.62019776915231
levy 1502,44.59533107058902
levy 1888,44.55795895907293
mileage 177894 km,44.51776505152088
mileage 142741 km,44.501703953734456
mileage 105427 km,44.500354409695596
mileage 372623 km,44.46631241862063
mileage 48774 km,44.44628702504483
mileage 75200 km,44.44591040240047
mileage 40715 km,44.41368947330485
mileage 21178 km,44.296997743390456
mileage 52576 km,44.28434346641966
mileage 121991 km,44.23254785644916
mileage 37691 km,44.224077809748
mileage 46853 km,44.15179368008964
mileage 108000 km,44.13916737569476
mileage 216118 km,44.12917396268504
mileage 48800 km,44.12184038492495
mileage 77462 km,44.04324921790367
mileage 82817 km,44.00164610119444
mileage 9000 km,43.97211352157192
mileage 230400 km,43.95758063606807
mileage 43578 km,43.952526447604875
mileage 97070 km,43.91380061555822
mileage 145631 km,43.83122591399618
mileage 180000 km,43.65433507256184
mileage 176000 km,43.60618650927469
mileage 195994 km,43.59350978851467
levy 878,43.53579410999713
levy 1408,43.474014289092295
mileage 82343 km,43.45398775436573
mileage 146218 km,43.43501244744178
mileage 66911 km,43.4105071580415
model Camry Se,43.197059583705816
mileage 81058 km,43.19233842272062
mileage 106048 km,43.185242377976145
mileage 90727 km,43.16842383060394
mileage 57895 km,43.15023579981631
mileage 58515 km,43.11151126407764
levy 638,43.06923332349316
mileage 56765 km,43.052230371738084
mileage 89316 km,43.04902146063428
mileage 60123 km,42.99984353832883
mileage 65734 km,42.97721462144978
levy 1345,42.88857478891367
mileage 66790 km,42.84067977993051
mileage 111643 km,42.84043925446694
model X5 M,42.81308489273535
mileage 238203 km,42.77508794491198
mileage 77600 km,42.77240834854654
mileage 50909 km,42.74765542205194
mileage 287021 km,42.732298213050576
mileage 64691 km,42.67219853499497
levy 1197,42.64978639192278
mileage 365810 km,42.649786228130715
mileage 171561 km,42.606882838578464
mileage 90621 km,42.438532402424364
mileage 6589 km,42.436985951361294
model Cr-v,42.436844833882944
mileage 218518 km,42.42897363579683
mileage 75494 km,42.42700496989774
model Optima,42.423803404767234
mileage 85226 km,42.37906132843039
mileage 29333 km,42.36635592698825
levy 604,42.32840686229536
levy 1736,42.298362575213254
mileage 44198 km,42.29729090372115
model CLS 55 AMG,42.27330032827808
mileage 113321 km,42.26861727290711
mileage 62200 km,42.25103581727949
mileage 87331 km,42.21270229249444
mileage 105645 km,42.14944772562853
mileage 360000 km,42.13922014139814
mileage 210000 km,42.12734016612881
mileage 58778 km,42.08728727696008
mileage 95605 km,42.0473852215479
mileage 101671 km,42.01902707935946
mileage 17247 km,42.00796078237069
mileage 17254 km,42.00459881468121
mileage 232357 km,41.997862100934235
mileage 152674 km,41.86083068927012
mileage 23333 km,41.85455724512356
levy 1083,41.80086973074353
mileage 144872 km,41.796031618331824
model X5 restilling,41.72391214221222
mileage 518650 km,41.70345241329464
model CTS,41.6996480235644
model Transit Connect,41.644935113393906
mileage 42763 km,41.60139992929023
mileage 50914 km,41.584855102083395
mileage 71011 km,41.579619204782176
mileage 177376 km,41.56431735613414
mileage 141008 km,41.478639509718754
model Crosstrek,41.468447531119594
mileage 55858 km,41.42778783478706
levy 1111,41.42778759862126
mileage 47294 km,41.32149556386554
mileage 229966 km,41.30633518538742
mileage 147500 km,41.28735029123223
model GL 350 Bluetec,41.28735016361652
mileage 304000 km,41.26458751995778
mileage 16013 km,41.184876793847266
mileage 46503 km,41.168485262134546
mileage 60539 km,41.13900338254312
mileage 102338 km,40.97108479100692
mileage 53871 km,40.94585089865647
mileage 156666 km,40.91750643751808
mileage 240560 km,40.88697991900527
mileage 84506 km,40.81822822878692
mileage 140097 km,40.795149962935724
mileage 193960 km,40.79006751894571
mileage 17101 km,40.72592331324711
mileage 259934 km,40.69173224168806
mileage 65600 km,40.686493102024926
model RS7,40.60293989886816
model Hr-v,40.56735236858932
mileage 110189 km,40.51677458475792
mileage 102379 km,40.4919452470786
model Scirocco,40.47435919439565
levy 1946,40.42815856126768
mileage 119240 km,40.35836252998013
mileage 172000 km,40.35784480016277
model Rogue,40.35288440904708
mileage 153600 km,40.32543741189736
model IX35,40.264817668479324
mileage 95762 km,40.23771992151671
model E 220 cdi,40.21674807568904
mileage 56581 km,40.20263207120396
mileage 40593 km,40.190882592247775
mileage 68011 km,40.18902758633443
